RK,NAME,TEAM,SALARY
423,"Willy Hernangomez, C",New Orleans Pelicans,"$1,620,564"
424,"Isaiah Thomas, G",New Orleans Pelicans,"$1,620,564"
425,"Solomon Hill, SF",Atlanta Hawks,"$1,620,564"
426,"Vince Carter, G",Atlanta Hawks,"$1,620,564"
427,"Dwight Buycks, G",Detroit Pistons,"$1,600,520"
428,"Monte Morris, PG",Denver Nuggets,"$1,588,231"
429,"Antonio Blakeney, G",Chicago Bulls,"$1,588,231"
430,"Tyrone Wallace, SG",Atlanta Hawks,"$1,588,231"
431,"Malachi Richardson, G",Philadelphia 76ers,"$1,569,360"
432,"Georgios Papagiannis, C",Portland Trail Blazers,"$1,544,951"
433,"Chinanu Onuaku, C",Portland Trail Blazers,"$1,544,951"
434,"Wade Baldwin IV, G",Indiana Pacers,"$1,544,951"
435,"Isaiah Whitehead, G",Detroit Pistons,"$1,544,951"
436,"Paul Zipser, F",Chicago Bulls,"$1,544,951"
437,"Jalen McDaniels, PF",Charlotte Hornets,"$1,517,981"
438,"Cody Martin, SF",Charlotte Hornets,"$1,517,981"
439,"Carsen Edwards, PG",Boston Celtics,"$1,517,981"
440,"Dewan Hernandez, F",Toronto Raptors,"$1,517,981"
441,"Daniel Gafford, C",Washington Wizards,"$1,517,981"
442,"Anzejs Pasecniks, C",Washington Wizards,"$1,517,981"
443,"Miye Oni, SG",Utah Jazz,"$1,517,981"
444,"Eric Paschall, F",Golden State Warriors,"$1,517,981"
445,"Nigel Williams-Goss, G",Utah Jazz,"$1,517,981"
446,"Luguentz Dort, SF",Oklahoma City Thunder,"$1,517,981"
447,"Isaiah Roby, F",Oklahoma City Thunder,"$1,517,981"
448,"Terence Davis, SG",Sacramento Kings,"$1,517,981"
449,"Rayjon Tucker, SG",Philadelphia 76ers,"$1,517,981"
450,"Mychal Mulder, G",Golden State Warriors,"$1,517,981"
451,"Admiral Schofield, F",Orlando Magic,"$1,517,981"
452,"Nic Claxton, PF",Brooklyn Nets,"$1,517,981"
453,"Naz Reid, C",Minnesota Timberwolves,"$1,517,981"
454,"Jaylen Nowell, SG",Minnesota Timberwolves,"$1,517,981"
455,"Chris Silva, PF",Sacramento Kings,"$1,517,981"
456,"Jalen Lecque, G",Indiana Pacers,"$1,517,981"
457,"KZ Okpala, SF",Miami Heat,"$1,517,981"
458,"Caleb Martin, SF",Charlotte Hornets,"$1,517,981"
459,"Talen Horton-Tucker, SG",Los Angeles Lakers,"$1,517,981"
460,"Ky Bowman, G",LA Clippers,"$1,517,981"
461,"Terance Mann, SG",LA Clippers,"$1,517,981"
462,"Chris Clemons, G",Houston Rockets,"$1,517,981"
463,"Alen Smailagic, PF",Golden State Warriors,"$1,517,981"
464,"Vlatko Cancar, SF",Denver Nuggets,"$1,517,981"
465,"Justin James, G",Sacramento Kings,"$1,517,981"
466,"Dean Wade, PF",Cleveland Cavaliers,"$1,517,981"
467,"Matt Thomas, SG",Utah Jazz,"$1,517,981"
468,"Javonte Green, SF",Chicago Bulls,"$1,517,981"
469,"Bruno Fernando, F",Atlanta Hawks,"$1,517,981"
470,"Juwan Morgan, F",Utah Jazz,"$1,517,981"
471,"Omri Casspi, F",Memphis Grizzlies,"$1,512,601"
472,"Lorenzo Brown, G",Guangzhou Guangzhou Long-Lions,"$1,512,601"
473,"Isaiah Canaan, G",Milwaukee Bucks,"$1,512,601"
474,"Dwyane Wade, G",Miami Heat,"$1,512,601"
475,"Robert Woodard II, SF",Sacramento Kings,"$1,500,000"
476,"Paul Watson, SG",Toronto Raptors,"$1,445,697"
477,"Kelan Martin, SG",Indiana Pacers,"$1,445,697"
478,"Jae'Sean Tate, SF",Houston Rockets,"$1,445,697"
479,"Zylan Cheatham, SF",New Orleans Pelicans,"$1,445,697"
480,"Theo Pinson, G",New York Knicks,"$1,445,697"
481,"DaQuan Jeffries, SG",Houston Rockets,"$1,445,697"
482,"Taj Gibson, C",New York Knicks,"$1,442,968"
483,"Jemerrio Jones, F",Milwaukee Bucks,"$1,416,852"
484,"Elie Okobo, G",Brooklyn Nets,"$1,416,852"
485,"Jaylen Adams, G",Milwaukee Bucks,"$1,416,852"
486,"Dairis Bertans, G",New Orleans Pelicans,"$1,416,852"
487,"Yante Maten, F",Boston Celtics,"$1,416,852"
488,"Tarik Phillip, G",Washington Wizards,"$1,416,842"
489,"Dakari Johnson, C",Memphis Grizzlies,"$1,378,242"
490,"Kyle Collinsworth, G",Utah Jazz,"$1,378,242"
491,"Brandon Paul, G",San Antonio Spurs,"$1,378,242"
492,"Jaylen Morris, G",Milwaukee Bucks,"$1,378,242"
493,"Rodney Purvis, G",Miami Heat,"$1,378,242"
494,"David Stockton, G",Los Angeles Lakers,"$1,378,242"
495,"Zhou Qi, C",Houston Rockets,"$1,378,242"
496,"Aaron Jackson, F",Houston Rockets,"$1,378,242"
497,"Ike Anigbogu, C",New Orleans Pelicans,"$1,378,242"
498,"Vernon Carey Jr., C",Charlotte Hornets,"$1,350,000"
499,"Jabari Bird, G",Atlanta Hawks,"$1,349,464"
500,"Ben Moore, F",San Antonio Spurs,"$1,349,383"
501,"James Nunnally, SF",New Orleans Pelicans,"$1,349,383"
502,"Xavier Tillman Sr., C",Memphis Grizzlies,"$1,300,000"
503,"Tyrell Terry, PG",Dallas Mavericks,"$1,289,846"
504,"Alex Len, C",Washington Wizards,"$1,265,372"
505,"Okaro White, F",Washington Wizards,"$1,187,862"
506,"Noah Vonleh, F",Brooklyn Nets,"$1,087,776"
507,"Nick Young, G",Denver Nuggets,"$1,042,584"
508,"Nick Richards, C",Charlotte Hornets,"$1,000,000"
509,"Jahmi'us Ramsey, SG",Sacramento Kings,"$1,000,000"
510,"Paul Millsap, PF",Denver Nuggets,"$1,000,000"
511,"Gorgui Dieng, C",San Antonio Spurs,"$1,000,000"
512,"Ron Baker, G",Washington Wizards,"$948,580"
513,"Sam Merrill, SG",Milwaukee Bucks,"$898,310"
514,"Anthony Gill, PF",Washington Wizards,"$898,310"
515,"Elijah Hughes, SF",Utah Jazz,"$898,310"
516,"Stanton Kidd, SF",Utah Jazz,"$898,310"
517,"Tre Jones, PG",San Antonio Spurs,"$898,310"
518,"CJ Elleby, SG",Portland Trail Blazers,"$898,310"
519,"Isaiah Joe, SG",Philadelphia 76ers,"$898,310"
520,"Jordan Nwora, SF",Milwaukee Bucks,"$898,310"
521,"Max Strus, SG",Miami Heat,"$898,310"
522,"Kenyon Martin Jr., F",Houston Rockets,"$898,310"
523,"Deividas Sirvydis, SG",Detroit Pistons,"$898,310"
524,"Daniel Oturu, C",LA Clippers,"$898,310"
525,"Isaiah Briscoe, G",Orlando Magic,"$838,464"
526,"Andre Drummond, C",Los Angeles Lakers,"$794,536"
527,"Blake Griffin, PF",Brooklyn Nets,"$776,983"
528,"Oshae Brissett, SF",Indiana Pacers,"$757,453"
529,"Ersan Ilyasova, PF",Utah Jazz,"$754,783"
530,"Chimezie Metu, PF",Sacramento Kings,"$700,000"
531,"Timothe Luwawu-Cabarrot, SG",Brooklyn Nets,"$654,469"
532,"Lamar Stevens, F",Cleveland Cavaliers,"$652,366"
533,"Paul Reed, SF",Philadelphia 76ers,"$609,128"
534,"Jeff Teague, PG",Milwaukee Bucks,"$510,589"
535,"Norvel Pelle, PF",New York Knicks,"$500,000"
536,"Dewayne Dedmon, C",Miami Heat,"$432,890"
537,"Nemanja Bjelica, PF",Miami Heat,"$432,890"
538,"Jabari Parker, PF",Boston Celtics,"$430,729"
539,"Alize Johnson, F",Brooklyn Nets,"$399,591"
540,"Tyler Cook, F",Brooklyn Nets,"$396,081"
541,"Dion Waiters, G",Los Angeles Lakers,"$375,385"
542,"Juan Toscano-Anderson, SF",Golden State Warriors,"$358,295"
543,"Yuta Watanabe, SF",Toronto Raptors,"$321,893"
544,"Anthony Tolliver, PF",Philadelphia 76ers,"$263,501"
545,"Tim Frazier, PG",Memphis Grizzlies,"$255,294"
546,"Khyri Thomas, SG",Houston Rockets,"$250,000"
547,"Damian Jones, C",Sacramento Kings,"$237,965"
548,"DeMarcus Cousins, C",LA Clippers,"$233,095"
549,"Moritz Wagner, C",Orlando Magic,"$221,995"
550,"Yogi Ferrell, PG",LA Clippers,"$214,169"
551,"Rondae Hollis-Jefferson, SF",Portland Trail Blazers,"$210,895"
552,"Jimmer Fredette, G",Phoenix Suns,"$208,509"
553,"Austin Rivers, SG",Denver Nuggets,"$188,696"
554,"Devonte' Graham, PG",Charlotte Hornets,"$163,861"
555,"Mamadi Diakite, F",Milwaukee Bucks,"$160,173"
556,"Mfiondu Kabengele, C",Cleveland Cavaliers,"$154,433"
557,"Didi Louzada, SF",New Orleans Pelicans,"$123,056"
558,"Naji Marshall, SF",New Orleans Pelicans,"$120,000"
559,"Freddie Gillespie, SF",Toronto Raptors,"$116,903"
560,"Ignas Brazdeikis, SF",Orlando Magic,"$49,510"
561,"Mike James, PG",Brooklyn Nets,"$39,608"
562,"Elijah Bryant, SG",Milwaukee Bucks,"$24,611"
563,"Caleb Homesley, SG",Washington Wizards,"$20,000"
564,"Charlie Brown Jr., SF",Oklahoma City Thunder,"$19,804"
565,"Omer Yurtseven, C",Miami Heat,"$18,458"
566,"Gary Payton II, G",Golden State Warriors,"$11,898"
